CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
779950381,Existing Customer,62,F,1,Doctorate,Married,Less than $40K,Blue,23,5,1,3,4192.1,1119,560.6,0.51202381,2236,39,0.984511763,0.56817648
817863506,Attrited Customer,50,F,2,Graduate,Single,Less than $40K,Blue,36,3,3,3,1558.7,17,1432.4,1.080189818,2451,42,0.278479528,0.001390629
714006859,Existing Customer,55,M,1,Uneducated,Married,$40K - $60K,Silver,23,2,2,3,9707.4,1701,21233.8,0.651456249,13952,126,0.684437681,0.133082048
719757933,Existing Customer,50,F,0,Uneducated,Married,Unknown,Blue,44,5,3,4,5640.5,38,10404.6,0.645149608,1110,30,0.287244932,0.193240079
713345156,Existing Customer,47,M,3,College,Married,Less than $40K,Blue,38,4,1,1,4165.7,1374,5949.9,0.627505426,1185,73,0.542677799,0.64624565
711148373,Existing Customer,42,M,3,Unknown,Single,Less than $40K,Blue,42,2,2,4,3949,2175,4216.6,0.854430024,4472,86,0.606358311,0.397396553
822218099,Existing Customer,51,M,2,Post-Graduate,Married,Less than $40K,Blue,36,6,1,3,5417.2,0,1722.4,0.842024917,4391,69,0.799124303,0.002155328
774968851,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,37,5,2,3,2416.3,1755,1496.7,0.682100135,3037,79,0.656698889,0.652570212
716211236,Existing Customer,36,M,3,High School,Unknown,$80K - $120K,Blue,35,5,3,2,4860.8,1362,27504.3,0.833836681,2038,33,0.761047174,0.038585167
721039992,Attrited Customer,46,F,4,Uneducated,Single,Less than $40K,Blue,29,2,3,5,1548.4,12,386.1,0.739081248,1181,38,0.451523394,0.012510184
719497533,Existing Customer,40,F,5,High School,Unknown,Less than $40K,Blue,36,6,1,4,2244.9,1276,518,0.84139308,4493,82,0.581353597,0.827281264
709413738,Attrited Customer,36,F,2,Graduate,Divorced,$40K - $60K,Blue,20,5,2,3,8521.9,0,1628.3,0.7798563,5079,46,0.676090277,0
713073843,Attrited Customer,55,F,4,College,Married,Unknown,Blue,44,3,3,6,7794.8,0,10258.7,0.802984177,1145,37,0.223524642,0
713414914,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,36,4,4,2,9986.1,0,4069.6,0.725902144,957,29,0.47559077,0
746054707,Existing Customer,59,M,1,Post-Graduate,Married,$80K - $120K,Blue,18,4,2,4,18348.1,8,12275.1,0.96641604,1083,49,0.506542107,0
709474731,Existing Customer,40,M,3,College,Married,$40K - $60K,Blue,50,4,3,1,9068.8,1339,2462.1,0.931407104,3811,41,1.035702994,0.519109086
784961348,Existing Customer,46,F,4,High School,Divorced,Less than $40K,Silver,38,4,3,1,1438.3,1484,3948.3,0.861226086,8402,90,0.738027583,0.607401741
709677294,Existing Customer,41,M,2,Unknown,Single,$40K - $60K,Blue,29,3,2,1,7567.3,935,1465,0.750004853,1946,76,0.632483309,0.119373653
782284952,Attrited Customer,39,F,4,Post-Graduate,Single,Less than $40K,Blue,46,5,1,3,15555,0,3429.5,0.643869557,2071,53,0.815048376,0
716804695,Existing Customer,40,F,2,Post-Graduate,Unknown,Less than $40K,Silver,34,5,2,1,3153.4,1208,6552.5,0.591586044,3859,80,0.684264767,0.212095683
711788668,Existing Customer,50,M,1,Doctorate,Single,$40K - $60K,Blue,25,4,1,3,3375,1578,13612.3,0.851807868,4697,86,0.646895317,0.047526288
711879910,Existing Customer,54,F,2,High School,Unknown,Less than $40K,Blue,36,2,3,2,16158.7,2517,2350.6,0.635288044,3792,44,0.240073213,0.737375192
777225718,Existing Customer,32,M,2,High School,Single,Unknown,Blue,43,5,2,3,9259.4,1252,14668.6,0.716895731,1884,34,0.613276499,0.133916688
772567563,Existing Customer,31,M,1,Uneducated,Divorced,$40K - $60K,Blue,50,4,2,3,11051.9,1170,1929.7,0.791571295,4116,79,0.84920663,0
717978530,Existing Customer,38,F,0,Uneducated,Divorced,$40K - $60K,Blue,38,5,4,4,4132.1,0,2546.7,0.71419025,7491,42,0.714477654,0
813414504,Attrited Customer,40,F,1,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1779,4,4710.1,0.410873862,1369,47,0.343447587,0
780951865,Existing Customer,59,F,1,Graduate,Married,$40K - $60K,Blue,49,2,1,4,4329.5,0,5697.7,0.748734493,973,31,0.731240455,0.656450074
716120387,Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,43,3,2,1,2069.7,1238,550.2,0.7687345,3541,72,0.641750363,0.55437142
708501693,Existing Customer,59,F,4,Doctorate,Married,Unknown,Blue,43,3,3,3,5094,25,19602.3,0.897783487,4648,69,0.611640717,0.12830259
805749729,Existing Customer,56,M,3,Uneducated,Married,$80K - $120K,Blue,32,3,3,4,32937.1,1438,26518.5,1.392176335,1180,24,0.507664318,0
788787303,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,45,5,1,3,2407.7,1921,531.1,1.542870984,4337,59,0.78325806,0.352185636
787454524,Existing Customer,55,F,3,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,2502.8,2213,5495.1,0.775433411,4271,82,0.761256185,0.689390337
755535833,Existing Customer,39,M,1,College,Unknown,$40K - $60K,Blue,38,5,3,1,6235.9,1229,1191.8,0.724128401,4014,87,0.779056784,0.409620535
822096663,Existing Customer,43,M,2,High School,Divorced,$60K - $80K,Blue,23,2,3,0,11624.3,2087,3768.2,0.78458864,2378,81,0.841442731,0.306370736
709896278,Existing Customer,43,F,3,Doctorate,Single,$80K - $120K,Silver,38,2,3,2,14980.8,1625,13351.7,0.701194567,4338,85,0.576967649,0.091129378
772876176,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Silver,39,4,3,3,15732,929,34516,0.76329707,14356,125,0.714179808,0.060950518
714258401,Attrited Customer,33,F,2,High School,Married,Less than $40K,Blue,36,2,5,3,1892.5,2494,9856.7,0.911339922,2606,120,0.490515935,0.18667984
827828458,Existing Customer,43,F,1,Unknown,Single,Less than $40K,Blue,26,3,2,2,2025.3,1207,5347,0.574965055,3409,69,0.707314936,0.131885893
708908290,Existing Customer,55,M,1,High School,Single,$60K - $80K,Blue,40,5,1,4,7261.1,0,19377.7,0.769142107,4492,51,0.667721623,0
720408365,Existing Customer,60,M,4,Doctorate,Unknown,$40K - $60K,Blue,30,6,1,3,2903.8,759,3834.5,0.695704762,4486,93,0.734553647,0.747602576
759992959,Existing Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,45,5,2,3,9102.3,0,2183.9,0.728357486,3793,80,0.820171735,0.002742423
720384053,Existing Customer,46,F,2,Unknown,Divorced,$120K +,Blue,41,5,1,1,2478.7,1477,679.1,0.673886147,4464,76,0.655080902,0.612535248
719366137,Attrited Customer,57,F,4,Unknown,Married,Unknown,Blue,36,3,3,4,4529.7,0,18996,0.660720668,1734,54,0.509661884,0.003225722
782981523,Existing Customer,57,F,1,Unknown,Unknown,$40K - $60K,Blue,31,4,2,1,7474.8,0,1515.6,0.868848277,4362,83,0.842978187,0.618210225
794717686,Existing Customer,53,M,2,Uneducated,Divorced,Unknown,Silver,40,4,1,3,12329.6,1024,16821.8,0.884758395,13835,89,0.44681483,0.160231574
720608097,Existing Customer,45,M,2,Uneducated,Single,$120K +,Silver,34,5,3,2,30866.4,1362,34516,0.765641469,7773,52,0.598688862,0.033203624
818257975,Existing Customer,50,M,1,Uneducated,Single,$40K - $60K,Blue,44,2,1,3,6829.7,1965,10942.9,0.589229724,16988,121,0.797563549,0.325088325
710631213,Existing Customer,46,F,1,Doctorate,Married,$60K - $80K,Blue,42,2,2,3,18835.8,1344,3451.4,0.797183126,6937,66,1.277734257,0.095277325
721736123,Existing Customer,48,F,2,High School,Married,$120K +,Blue,36,4,2,4,13517.9,0,16520.4,0.941508302,7228,70,0.785708393,0
719186785,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,27,3,1,3,2372,1425,2601.6,0.82371318,4576,90,0.774201048,0.442479732
784145534,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,25,4,1,1,2304.7,2188,1802.6,0.834713162,4210,88,0.74299808,0.800496529
718986742,Attrited Customer,57,F,0,Post-Graduate,Married,Unknown,Blue,48,3,3,3,10083.2,0,3998.2,0.995713996,1162,32,0.472604918,0
719450108,Existing Customer,63,F,1,High School,Single,Less than $40K,Blue,34,6,3,2,3589.5,2081,2652.9,0.811200342,3082,57,0.694533913,0.201200015
812165894,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,38,4,2,3,5307.4,0,13536.9,0.747971345,4776,85,0.738627985,0.588072675
810270623,Attrited Customer,42,F,3,Uneducated,Divorced,Unknown,Blue,42,4,3,3,2214.9,30,1416.1,0.459858685,1551,54,0.285001162,0.005870514
715843596,Existing Customer,45,M,2,High School,Divorced,$120K +,Silver,36,4,1,3,29581.8,1602,33704.5,0.413753159,1142,55,0.602548058,0.047980884
825983556,Existing Customer,55,M,4,Graduate,Single,Unknown,Silver,56,1,3,4,31136.2,1584,34190.2,0.873373096,8147,131,0.776229614,0.053802776
759115056,Existing Customer,48,F,5,College,Unknown,$40K - $60K,Blue,31,4,3,1,2606.5,1624,1152.5,0.672715502,4586,76,0.703762997,0.558788128
718711790,Attrited Customer,44,M,1,Unknown,Married,$60K - $80K,Blue,36,3,4,3,8190.8,0,7082.8,0.663233437,1736,29,0.438230019,0.004358348
710804015,Existing Customer,52,M,1,College,Married,$40K - $60K,Blue,24,6,1,4,6485.1,0,3880,0.778332717,4286,87,0.621307601,0
715964967,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,39,6,1,1,6932,1463,8479.5,0.579473052,13302,89,0.683891904,0.0862865
709839877,Existing Customer,54,M,3,Doctorate,Married,Less than $40K,Blue,38,1,3,2,19799.1,956,7522.3,0.752305501,7753,66,0.634102095,0.21525238
713498639,Existing Customer,57,F,4,Unknown,Single,$40K - $60K,Blue,41,3,2,0,1597.6,29,4620.6,0.687414641,4372,60,1.248362462,0.705306257
774243009,Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,45,6,2,3,3374.5,2417,1385.4,0.690613967,13620,95,0.726336766,0.440622035
716655353,Attrited Customer,40,F,1,High School,Married,$40K - $60K,Blue,18,4,3,3,2061.5,20,1337.4,1.04370283,1981,33,0.442897481,0.003280493
719546484,Existing Customer,45,M,2,Unknown,Married,Unknown,Blue,34,5,3,0,7942.4,1121,30078.9,0.837346611,1178,33,0.694635942,0.132055174
788154877,Existing Customer,54,F,3,Unknown,Single,$80K - $120K,Silver,36,4,2,3,17471.2,1424,2924.2,0.716640873,4045,79,0.592948054,0.456848257
709120764,Existing Customer,39,M,0,Uneducated,Unknown,$60K - $80K,Blue,26,5,3,2,10059.3,957,2470.5,0.775522551,4581,78,1.017861765,0.426023017
708879063,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,24,2,2,1,2293.9,867,897.2,0.747304046,4111,53,0.748622726,0.784128125
788698208,Existing Customer,46,F,1,High School,Unknown,Less than $40K,Silver,43,4,2,4,3955.3,22,1171.7,0.805451522,3714,88,0.674498223,0.003746182
719541807,Existing Customer,40,M,2,High School,Single,$120K +,Blue,36,4,3,0,5170.2,1326,33740.4,0.758813982,7035,35,0.660455603,0.043421328
712894517,Existing Customer,45,M,3,College,Divorced,$40K - $60K,Blue,39,4,1,3,2530.7,1402,569.5,0.809935244,4098,97,0.760535078,0.705223935
717941198,Existing Customer,49,F,1,High School,Unknown,Less than $40K,Silver,32,3,1,2,18250.9,0,34516,0.917871787,15664,62,0.984814176,0.135607754
710000513,Existing Customer,46,M,3,Uneducated,Unknown,$40K - $60K,Silver,42,4,2,3,2995.9,2061,4858,0.691072664,8439,93,0.995568646,0.510332074
710547113,Existing Customer,41,M,2,High School,Married,$120K +,Blue,42,2,1,4,7436.2,1455,21305.5,0.691126056,7604,89,0.941980479,0.534661262
713440707,Existing Customer,53,M,4,Uneducated,Married,Less than $40K,Blue,36,5,1,3,1438.3,1511,1627.3,0.894658774,4070,63,0.713951881,0.537166218
822742797,Existing Customer,44,F,2,High School,Single,Unknown,Silver,26,3,3,4,30249.9,1148,22150.5,1.068067945,14320,90,0.635414688,0.037374664
720361615,Existing Customer,56,M,1,Uneducated,Divorced,$80K - $120K,Blue,34,4,1,2,20731.5,1234,15680.8,0.65125588,1352,70,0.540444493,0.047362251
782153723,Existing Customer,46,F,2,College,Divorced,$40K - $60K,Blue,41,6,2,3,2187.9,1687,471.1,0.768984706,5077,64,0.849762415,0.584408365
757838468,Existing Customer,46,M,4,Unknown,Single,$40K - $60K,Blue,20,5,3,3,5022.3,2107,1423.3,0.909803243,3688,75,0.666004552,0.457666282
785674572,Attrited Customer,42,F,3,High School,Married,Less than $40K,Blue,35,2,3,2,8879.5,2402,2659.6,0.787229763,1753,43,0.501547923,0.873461549
721134634,Attrited Customer,47,F,2,Graduate,Single,Unknown,Blue,35,2,3,2,3422.9,2457,12032,0.609765108,1224,23,0.442323874,0.281321066
792763390,Existing Customer,52,M,5,High School,Married,$60K - $80K,Blue,36,5,2,4,2584.9,1077,3155.6,0.799533967,4171,89,0.875152664,0.203242787
719226022,Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,39,6,1,3,7123.4,903,4743.5,1.012935356,1757,47,1.297903254,0
772600220,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,24,6,3,3,7990,1298,5485,0.777420119,4237,88,0.852762652,0.373640435
788500440,Existing Customer,47,M,2,College,Unknown,$80K - $120K,Blue,37,4,1,2,2695.6,1647,7346.4,0.750673966,8163,86,0.692077776,0.51076591
753326993,Attrited Customer,40,F,3,Graduate,Married,$40K - $60K,Blue,37,3,5,2,1438.3,3,2384.2,0.760918699,2591,41,0.672117965,0
804369565,Existing Customer,50,F,3,Doctorate,Single,Less than $40K,Blue,36,5,3,3,7634.5,1637,4255.9,0.636734345,7443,94,0.634294544,0.075217199
781764926,Existing Customer,35,F,5,Unknown,Married,Less than $40K,Blue,37,6,2,3,2490.2,1625,1063.4,0.862293529,4200,83,0.676726204,0.004208788
710807868,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Silver,39,4,3,2,12913.1,0,8038,0.908365979,1513,66,1.387146747,0
709464276,Attrited Customer,64,F,4,Graduate,Married,Less than $40K,Blue,29,4,3,4,2500.3,1,5316.9,0.410212557,1319,34,0.9083938,0.003745088
714647694,Attrited Customer,57,F,2,Post-Graduate,Married,Less than $40K,Silver,41,5,2,3,13579.8,2,24884.4,0.795600562,1083,28,0.965435785,0
720430398,Existing Customer,55,M,3,Unknown,Married,$40K - $60K,Blue,36,4,1,0,3153.4,1565,755,0.740935376,4354,89,0.675969072,0.658184384
710195515,Existing Customer,60,F,4,Uneducated,Married,Unknown,Silver,36,3,3,3,33593.1,22,18807.4,0.473761537,645,43,0.293315523,0
805672676,Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,27,4,3,6,2302.2,2,1198.3,0.656890026,1780,43,0.289681207,0.014675303
714472703,Attrited Customer,51,F,3,Unknown,Married,$120K +,Silver,28,2,1,3,15793.1,961,10285,0.417867773,2507,90,0.53550086,0.338892035
808774653,Existing Customer,45,F,2,Post-Graduate,Married,Unknown,Blue,33,4,3,1,2761.3,2498,1340,0.576361444,1391,34,0.627810703,0.515697569
709438995,Existing Customer,53,M,0,Uneducated,Married,$60K - $80K,Blue,50,3,3,3,4382.4,1775,25407.4,0.862248407,4329,96,0.641737554,0.070576207
710806327,Existing Customer,44,M,2,Unknown,Unknown,$40K - $60K,Blue,50,6,2,1,2188.4,1564,792.4,0.8070398,4333,89,0.849255764,0.847576584
812577369,Existing Customer,41,F,3,Post-Graduate,Married,$40K - $60K,Blue,53,4,2,3,11469.2,0,4845.6,0.79503524,3744,48,0.797365193,0.166431896
711632932,Attrited Customer,58,F,0,Doctorate,Married,Less than $40K,Blue,32,6,3,4,10241.4,10,8123.5,0.651879553,1014,34,0.556182359,0
720238403,Existing Customer,58,F,0,Uneducated,Married,$40K - $60K,Blue,44,4,1,3,5669.1,1690,1138,0.706851498,3821,25,0.576999593,0.156918237
753976915,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,1,7034.2,1456,1334.4,1.582966391,4031,41,0.645745617,0.51479775
716987818,Existing Customer,53,M,3,High School,Divorced,$120K +,Silver,36,4,1,4,15519.5,1512,29862.9,0.620238655,1426,34,0.48895907,0.144962122
719333329,Attrited Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,38,5,3,4,23765.8,5,2126.7,0.733526618,1180,38,0.090061291,0.000301163
719701457,Existing Customer,55,F,5,College,Unknown,$40K - $60K,Blue,38,2,2,3,1516.3,1974,883.9,0.738309832,4887,85,0.75109044,0.587145404
816920826,Existing Customer,50,M,3,Uneducated,Married,$60K - $80K,Silver,36,2,3,3,17649.4,1106,21999.5,0.715278313,13802,109,0.604808148,0.092210144
712481200,Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,45,4,3,3,16211.4,1657,34482.2,0.732041517,13886,78,0.617784301,0.121435739
721116978,Existing Customer,48,F,4,High School,Divorced,Less than $40K,Silver,47,6,3,3,5373.7,816,1203.9,0.751804251,4260,80,0.633418755,0.080325317
714894800,Existing Customer,35,F,3,Unknown,Unknown,Unknown,Blue,38,5,2,3,17143.2,2489,15553.6,0.664715694,754,24,0.380732697,0.071286451
708689638,Existing Customer,67,F,1,Uneducated,Single,$40K - $60K,Blue,56,2,3,2,4374.2,1603,4924,1.070173506,14038,61,0.744643816,0.193369911
720148721,Attrited Customer,50,F,2,Graduate,Married,Less than $40K,Blue,31,4,3,4,1861.6,0,2001.3,0.691446207,1681,34,0.369494667,0.008391235
720413918,Attrited Customer,50,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,4,1438.3,0,1385.5,0.705050452,1018,46,0.32273509,0.001192114
713214055,Existing Customer,55,M,3,Uneducated,Married,Less than $40K,Blue,32,2,2,2,2553.3,2227,811.1,0.471109354,4573,85,0.674105799,0.775651844
712410037,Attrited Customer,39,F,5,Unknown,Unknown,Less than $40K,Blue,39,5,4,4,1900.8,0,1012.1,0.501747124,2034,44,0.361638364,0.002330788
717471956,Existing Customer,42,M,2,High School,Single,Unknown,Blue,44,4,3,2,2396.2,2139,11612.8,0.977899908,1146,71,1.33348171,0.732608534
716064060,Attrited Customer,56,M,3,Graduate,Single,Unknown,Gold,35,2,3,3,30860.8,787,33640.2,0.785428741,14443,88,0.663024103,0.029934234
787339519,Existing Customer,49,M,2,High School,Married,Unknown,Blue,41,4,2,2,2641.7,1589,4242.2,0.740247161,4042,57,0.684926717,0.214604014
713566102,Existing Customer,51,M,3,High School,Married,$80K - $120K,Silver,35,5,3,3,16104.1,2484,31293.2,0.820090312,1437,35,0.481775845,0.020417843
718804719,Existing Customer,54,F,0,Graduate,Single,Less than $40K,Blue,43,3,1,3,8898.3,0,1922.1,0.730239406,4307,85,0.766153784,0.186434018
711803714,Existing Customer,51,M,5,Uneducated,Single,$120K +,Blue,31,2,3,3,30521.3,993,34516,0.80693274,14779,87,0.592440879,0.017643642
750719468,Existing Customer,49,M,3,High School,Divorced,$60K - $80K,Blue,32,6,2,1,1613.4,817,728.5,0.74117924,4118,77,0.614228422,0.811658602
780151464,Existing Customer,54,M,2,Doctorate,Married,Unknown,Silver,44,2,3,3,33193.7,1216,11732.7,0.445428962,834,63,0.879603529,0.132168434
718137347,Existing Customer,59,F,4,Unknown,Married,Less than $40K,Blue,43,5,1,3,1536.8,12,868.7,0.799292638,4083,66,0.949611042,0.735292767
716818760,Existing Customer,48,F,5,Unknown,Unknown,Less than $40K,Blue,30,2,2,1,1987,1778,449.9,0.713014678,4794,70,0.758234666,0.652690405
716853071,Attrited Customer,46,M,5,Post-Graduate,Single,$60K - $80K,Platinum,42,5,2,2,14993.5,681,34516,0.748344864,7881,112,1.142409628,0.054395234
721778091,Existing Customer,42,F,5,High School,Married,Less than $40K,Blue,25,3,1,3,1597.6,2517,1156.4,0.813544934,4085,74,0.857801647,0.739054792
720432887,Existing Customer,41,M,2,Post-Graduate,Single,$80K - $120K,Gold,36,2,3,2,17534.9,1790,34516,0.722033808,1354,98,0.642660153,0.047935655
818260275,Existing Customer,47,F,1,High School,Single,Unknown,Silver,36,2,4,2,11055.4,1734,21435,1.192939156,13918,100,0.723385392,0.091207888
715248504,Existing Customer,54,M,4,Unknown,Divorced,$40K - $60K,Blue,31,5,3,2,8916.3,1479,4259.2,0.935632596,4419,47,0.676049573,0.586825461
809159474,Attrited Customer,48,F,1,High School,Married,Less than $40K,Blue,36,5,4,3,1438.3,0,4363.2,0.803240583,1053,18,0.328560679,0.00267451
711969406,Existing Customer,37,M,2,High School,Married,$120K +,Blue,36,6,4,3,9087.1,2092,20035.5,1.198914132,1350,18,0.609560871,0.156024598
714710582,Existing Customer,54,M,1,Doctorate,Single,Less than $40K,Blue,31,3,2,3,5352.5,1442,9338,0.819535435,3772,64,0.585458178,0.493354621
765341691,Existing Customer,49,F,2,Uneducated,Single,$40K - $60K,Blue,39,2,3,3,3543.2,2065,1730.7,1.016249561,1648,55,1.146327354,0.712294233
790930544,Attrited Customer,62,F,1,Graduate,Married,Unknown,Blue,43,4,3,4,4234.4,0,11009,0.716694364,1495,36,0.787664731,0
711773561,Existing Customer,45,M,3,College,Single,$80K - $120K,Gold,30,1,1,3,29744.6,1564,26391.6,0.807819812,16090,100,0.653841319,0.082978104
766450689,Existing Customer,52,F,4,High School,Married,$40K - $60K,Blue,20,6,1,3,2192.9,2279,492.7,0.836499497,4766,48,0.727910137,0.905059501
715562620,Existing Customer,58,F,1,Doctorate,Married,$40K - $60K,Blue,48,2,3,2,11400.5,1161,15818.6,0.762699921,4072,43,0.687446901,0.371520623
806763990,Existing Customer,52,M,3,Post-Graduate,Married,$40K - $60K,Blue,45,5,1,1,2560.7,1945,1708.1,0.688303289,3232,82,0.658060031,0.208034951
806234058,Existing Customer,50,F,1,Uneducated,Divorced,Less than $40K,Silver,44,2,3,2,4855.9,1084,10497.7,0.690299047,14563,85,0.766852421,0.181106297
710694293,Existing Customer,28,M,4,Graduate,Single,$80K - $120K,Silver,30,4,3,3,8270.7,733,31580,0.797619011,4615,88,0.812813145,0.041186065
798236722,Existing Customer,50,M,0,High School,Married,Unknown,Silver,36,4,3,2,19199.7,1669,27040.7,0.793389913,1839,37,0.540576554,0.111278795
761917114,Existing Customer,37,M,3,College,Divorced,$60K - $80K,Blue,36,5,2,3,3226.2,1311,2435.7,0.849534647,4810,97,0.567576878,0.581677454
715283162,Existing Customer,49,M,1,High School,Single,$80K - $120K,Blue,36,4,3,3,17568.2,1843,17059.3,0.692565679,1216,40,0.557934364,0.056401868
813929599,Existing Customer,56,M,2,Uneducated,Divorced,$120K +,Blue,39,6,3,3,10145.4,1208,16078.1,0.575807891,3652,76,0.587348708,0.141197468
720287212,Existing Customer,52,M,3,High School,Single,$60K - $80K,Silver,35,4,3,3,15015.4,1476,34516,0.832487474,3984,79,0.880959599,0.04358002
711948793,Existing Customer,47,F,2,Unknown,Married,Unknown,Blue,43,5,1,3,16483.4,852,30481.8,0.733491484,1669,25,0.487506548,0.117375098
713383350,Existing Customer,48,M,4,Unknown,Married,$120K +,Blue,42,3,1,0,16645.2,675,27754.9,0.488700651,1601,29,0.552980755,0.391701175
763211525,Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,32,4,1,2,16211,2049,5975.2,0.755974475,4649,38,0.692142887,0.143817664
715838863,Existing Customer,52,F,2,Uneducated,Married,$60K - $80K,Blue,42,4,3,2,6312,1670,5874.6,0.812140064,3996,24,0.720102095,0.151714404
711301254,Existing Customer,59,M,3,High School,Married,$60K - $80K,Blue,21,4,1,0,7035,1353,3289.6,0.640898081,2553,41,0.755914251,0.298298966
760265677,Existing Customer,43,F,5,College,Single,$120K +,Blue,32,4,3,4,3310.4,0,18011.2,1.593039397,4773,76,0.855512823,0.00115414
713235399,Existing Customer,47,M,5,Doctorate,Married,Less than $40K,Blue,28,5,2,3,8220.5,1878,824.1,0.77521233,621,87,0.719581677,0.250805883
713410912,Attrited Customer,45,F,3,High School,Married,Unknown,Silver,40,2,3,3,5826.6,2104,18416.2,0.850010662,7342,110,0.747149285,0.008768959
756369060,Existing Customer,41,F,3,Unknown,Unknown,Less than $40K,Blue,32,5,3,3,2164.4,1955,518.9,0.7060629,4386,92,0.840942363,0.579051938
718817625,Attrited Customer,52,F,4,Graduate,Married,Less than $40K,Blue,26,3,3,2,1599.6,0,2005.2,0.810916302,1436,89,0.742703307,0.00617987
786798461,Existing Customer,50,M,4,High School,Single,$60K - $80K,Blue,39,4,2,3,2550.6,2155,15353.3,0.611539518,4067,83,0.770024939,0.174987541
809354517,Existing Customer,42,M,2,High School,Unknown,Less than $40K,Blue,52,4,3,3,7899.5,1502,16229.6,0.79343947,1206,70,0.564822153,0.197490398
777439718,Existing Customer,60,M,0,Uneducated,Single,$40K - $60K,Blue,53,2,1,3,3548.7,1647,2570.3,0.679967955,4514,123,0.623853851,0.713368932
714262809,Existing Customer,46,F,2,High School,Single,Unknown,Silver,43,2,2,2,13699.7,1726,16372,0.786742972,14940,42,0.726074665,0.139887263
712408924,Existing Customer,47,M,3,High School,Married,Less than $40K,Blue,40,5,1,3,6212,1690,13010.1,0.774498625,1362,79,1.005556116,0.124137876
823303366,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,35,2,1,3,16411.7,1062,17731.2,0.805312444,4289,76,0.818612921,0.130683678
715273239,Existing Customer,51,M,1,Graduate,Married,$120K +,Silver,27,2,2,3,17471.3,1729,20554.3,0.66219069,4079,82,0.665309924,0.067955912
717807415,Existing Customer,56,M,3,High School,Unknown,$60K - $80K,Gold,38,4,1,2,28140.3,2226,34516,0.744092046,7850,69,0.805644429,0.012207754
765603954,Attrited Customer,57,F,0,Graduate,Unknown,Less than $40K,Blue,37,5,2,6,2717.1,0,6095.3,0.89881993,4506,56,0.806803317,0.004617486
708899075,Attrited Customer,46,F,4,High School,Married,Less than $40K,Blue,36,3,1,3,1906.6,0,2504.6,0.894412843,1506,54,0.337726511,0.013379713
719527643,Existing Customer,49,F,4,Doctorate,Married,Less than $40K,Blue,43,3,2,4,7606.9,0,1347.3,0.776230169,4241,65,0.807568995,0
720765140,Attrited Customer,48,F,2,Unknown,Single,Unknown,Blue,40,5,3,4,7588.8,1524,2686.4,0.718359396,1068,54,0.583263264,0.122247355
718553405,Existing Customer,45,M,3,Uneducated,Divorced,$80K - $120K,Blue,32,4,1,4,4413.6,1664,2491.8,0.786231778,4616,70,0.755726127,0.157556664
773809235,Existing Customer,55,F,2,Uneducated,Married,$60K - $80K,Blue,35,2,1,4,3665.3,1286,34516,0.731553676,1690,42,0.616545138,0.047311567
715803104,Existing Customer,53,M,5,Uneducated,Unknown,$60K - $80K,Blue,34,2,1,3,4903.1,1012,34028.2,0.72739246,4310,71,0.655411889,0.054375206
815483184,Existing Customer,36,F,3,High School,Single,Less than $40K,Blue,16,1,1,2,5296.8,1470,1852.9,0.783110515,4220,92,0.710708918,0.192785084
781464111,Attrited Customer,44,F,0,High School,Married,Unknown,Blue,33,3,3,4,3543.3,0,18481.1,0.804166671,4534,73,0.843102909,0
719141982,Existing Customer,47,M,2,High School,Single,$40K - $60K,Blue,28,5,2,1,1830,1520,1093.4,0.71251466,4476,77,0.693543803,0.565952124
